timestamp,service,action,src,country,dst,proto,spt,dpt,status
2026-02-18 14:07:57,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:08:11,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:08:28,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:09:00,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:09:10,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:09:34,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:10:01,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:10:09,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:10:38,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:10:48,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:11:19,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:11:36,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:11:55,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:12:17,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:12:39,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:13:56,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:14:08,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:14:12,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:14:15,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:14:16,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:14:35,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:14:50,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:15:16,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:15:30,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:15:49,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:16:24,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:16:43,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:16:51,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:17:13,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:17:32,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:17:50,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:18:12,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:18:38,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:19:03,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:19:12,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:19:33,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:19:52,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:20:09,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:20:37,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:20:54,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:21:24,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:21:34,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:21:50,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:22:10,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:23:01,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:23:03,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:29:30,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:29:31,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:29:32,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:29:45,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:30:43,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-18 14:30:50,ufw,BLOCK,94.71.2.233,Greece,192.168.1.107,TCP,63556,46630,0
2026-02-19 10:42:09,ufw,BLOCK,192.168.1.115,Private/Reserved,192.168.1.107,TCP,52378,45365,0
2026-02-19 10:42:11,ufw,BLOCK,192.168.1.115,Private/Reserved,192.168.1.107,UDP,39640,53062,0
2026-02-19 10:42:12,ufw,BLOCK,192.168.1.115,Private/Reserved,192.168.1.107,TCP,52378,45365,0
2026-02-19 10:42:13,ufw,BLOCK,192.168.1.115,Private/Reserved,192.168.1.107,TCP,52380,45365,0
2026-02-19 15:11:50,ufw,BLOCK,192.168.1.117,Private/Reserved,192.168.1.107,UDP,1900,34122,0
2026-02-19 15:11:51,ufw,BLOCK,192.168.1.117,Private/Reserved,192.168.1.107,UDP,1900,34122,0
2026-02-19 15:11:51,ufw,BLOCK,192.168.1.117,Private/Reserved,192.168.1.107,UDP,1900,34122,0
2026-02-20 11:41:57,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,62721,8612,0
2026-02-20 11:42:04,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,63143,8612,0
2026-02-20 11:42:13,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,62977,8612,0
2026-02-20 11:42:20,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,57109,8612,0
2026-02-20 11:42:28,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,56475,8612,0
2026-02-20 11:42:35,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,64263,8612,0
2026-02-20 11:42:42,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,54717,8612,0
2026-02-20 11:42:49,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,49302,8612,0
2026-02-20 11:42:56,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,52837,8612,0
2026-02-20 11:43:03,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,55101,8612,0
2026-02-20 11:43:10,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,50154,8612,0
2026-02-20 11:43:17,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,51845,8612,0
2026-02-20 11:43:24,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,53188,8612,0
2026-02-20 11:43:31,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,59146,8612,0
2026-02-20 11:43:46,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,52837,8612,0
2026-02-20 11:44:00,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,60769,8612,0
2026-02-20 11:44:10,ufw,BLOCK,0564:6169:7379:0675:6275:6e74:7503:636f,GeoIP-No-Match,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,0,0,0
2026-02-20 11:44:21,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,59588,8612,0
2026-02-20 11:44:42,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,55516,8612,0
2026-02-20 11:45:03,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,64810,8612,0
2026-02-20 11:45:25,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,51055,8612,0
2026-02-20 11:45:46,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,57234,8612,0
2026-02-20 11:46:00,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,55261,8612,0
2026-02-20 11:46:15,ufw,BLOCK,0332:3534:0233:3603:3136:3803:3139:3207,GeoIP-No-Match,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,0,0,0
2026-02-20 11:46:21,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,63005,8612,0
2026-02-20 11:46:42,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,65090,8612,0
2026-02-20 11:47:04,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,64371,8612,0
2026-02-20 11:47:25,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,51389,8612,0
2026-02-20 11:47:39,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,50114,8612,0
2026-02-20 11:48:00,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,63529,8612,0
2026-02-20 11:48:20,ufw,BLOCK,0.0.0.0,Private/Reserved,224.0.0.1,2,0,0,0
2026-02-20 11:48:20,ufw,BLOCK,0564:6169:7379:0675:0100:0000:0000:0000,GeoIP-No-Match,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,0,0,0
2026-02-20 11:48:43,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,58153,8612,0
2026-02-20 11:49:04,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,57821,8612,0
2026-02-20 11:49:33,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,59841,8612,0
2026-02-20 11:49:40,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,60942,8612,0
2026-02-20 11:50:08,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,55079,8612,0
2026-02-20 11:50:22,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,56674,8612,0
2026-02-20 11:50:25,ufw,BLOCK,0101:080a:11ff:2597:007f:956f:0001:0000,GeoIP-No-Match,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,0,0,0
2026-02-20 11:50:43,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,54994,8612,0
2026-02-20 11:51:05,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,64629,8612,0
2026-02-20 11:51:26,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,61273,8612,0
2026-02-20 11:51:40,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,60236,8612,0
2026-02-20 11:52:01,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,65249,8612,0
2026-02-20 11:52:23,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,63749,8612,0
2026-02-20 11:52:30,ufw,BLOCK,0010:0000:0000:0000:00a0:0948:fc7f:0000,GeoIP-No-Match,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,0,0,0
2026-02-20 11:52:44,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,58604,8612,0
2026-02-20 11:53:05,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,56612,8612,0
2026-02-20 11:53:19,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,61447,8612,0
2026-02-20 11:53:40,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,56959,8612,0
2026-02-20 11:54:02,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,56518,8612,0
2026-02-20 11:54:23,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,59856,8612,0
2026-02-20 11:54:35,ufw,BLOCK,0564:6169:7379:0675:6275:6e74:7503:636f,GeoIP-No-Match,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,0,0,0
2026-02-20 11:54:44,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,56594,8612,0
2026-02-20 11:55:05,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,49587,8612,0
2026-02-20 11:55:20,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,54948,8612,0
2026-02-20 11:55:41,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,64512,8612,0
2026-02-20 11:56:02,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,55961,8612,0
2026-02-20 11:56:23,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,58493,8612,0
2026-02-20 11:56:40,ufw,BLOCK,0.0.0.0,Private/Reserved,224.0.0.1,2,0,0,0
2026-02-20 11:56:40,ufw,BLOCK,0332:3534:0233:3603:0100:0000:0000:0000,GeoIP-No-Match,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,0,0,0
2026-02-20 11:57:06,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,52050,8612,0
2026-02-20 11:57:20,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,62809,8612,0
2026-02-20 11:57:41,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,54217,8612,0
2026-02-20 11:58:03,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,54152,8612,0
2026-02-20 11:58:24,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,62087,8612,0
2026-02-20 11:58:45,ufw,BLOCK,0.0.0.0,Private/Reserved,224.0.0.1,2,0,0,0
2026-02-20 11:58:45,ufw,BLOCK,0564:6169:7379:0675:6275:6e74:7503:636f,GeoIP-No-Match,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,0,0,0
2026-02-20 11:58:59,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,49304,8612,0
2026-02-20 11:59:20,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,59317,8612,0
2026-02-20 11:59:42,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,50232,8612,0
2026-02-20 12:00:03,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,49595,8612,0
2026-02-20 12:00:24,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,56966,8612,0
2026-02-20 12:00:45,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,58936,8612,0
2026-02-20 12:00:50,ufw,BLOCK,0100:0000:0600:0000:0100:0000:0000:0000,GeoIP-No-Match,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,0,0,0
2026-02-20 12:01:00,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,61706,8612,0
2026-02-20 12:01:21,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,62667,8612,0
2026-02-20 12:01:42,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,61304,8612,0
2026-02-20 12:02:03,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,63696,8612,0
2026-02-20 12:02:25,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,65293,8612,0
2026-02-20 12:02:46,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,49643,8612,0
2026-02-20 12:02:55,ufw,BLOCK,0564:6169:7379:0675:6275:6e74:7503:636f,GeoIP-No-Match,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,0,0,0
2026-02-20 12:03:00,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,56175,8612,0
2026-02-20 12:03:21,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,56363,8612,0
2026-02-20 12:03:43,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,50573,8612,0
2026-02-20 12:04:04,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,58710,8612,0
2026-02-20 12:04:25,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,62337,8612,0
2026-02-20 12:04:39,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,62961,8612,0
2026-02-20 12:05:00,ufw,BLOCK,0.0.0.0,Private/Reserved,224.0.0.1,2,0,0,0
2026-02-20 12:05:00,ufw,BLOCK,046d:6169:6c06:676f:0180:c200:0000:04fe,GeoIP-No-Match,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,0,0,0
2026-02-20 12:05:22,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,64904,8612,0
2026-02-20 12:05:40,ufw,BLOCK,192.168.36.13,Private/Reserved,192.168.36.1,UDP,43185,45365,0
2026-02-20 12:06:04,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,51712,8612,0
2026-02-20 12:06:25,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,62428,8612,0
2026-02-20 12:06:40,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,65149,8612,0
2026-02-20 12:07:01,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,65177,8612,0
2026-02-20 12:07:05,ufw,BLOCK,0564:6169:7379:0675:6275:6e74:7503:636f,GeoIP-No-Match,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,0,0,0
2026-02-20 12:07:22,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,61142,8612,0
2026-02-20 12:07:43,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,62359,8612,0
2026-02-20 12:08:05,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,59528,8612,0
2026-02-20 12:08:26,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,61600,8612,0
2026-02-20 12:08:40,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,53454,8612,0
2026-02-20 12:09:01,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,51886,8612,0
2026-02-20 12:09:10,ufw,BLOCK,0101:080a:1203:7069:0015:8fcb:0000:0000,GeoIP-No-Match,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,0,0,0
2026-02-20 12:09:23,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,51655,8612,0
2026-02-20 12:09:44,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,63832,8612,0
2026-02-20 12:10:05,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,52815,8612,0
2026-02-20 12:10:19,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,63553,8612,0
2026-02-20 12:10:40,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,53647,8612,0
2026-02-20 12:11:02,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,65391,8612,0
2026-02-20 12:11:15,ufw,BLOCK,0204:05b4:0402:080a:1203:7014:0015:8f99,GeoIP-No-Match,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,0,0,0
2026-02-20 12:11:23,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,62120,8612,0
2026-02-20 12:11:44,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,64321,8612,0
2026-02-20 12:12:05,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,49493,8612,0
2026-02-20 12:12:20,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,56822,8612,0
2026-02-20 12:12:41,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,57116,8612,0
2026-02-20 12:13:02,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,52364,8612,0
2026-02-20 12:13:20,ufw,BLOCK,0.0.0.0,Private/Reserved,224.0.0.1,2,0,0,0
2026-02-20 12:13:20,ufw,BLOCK,0b76:6964:656f:7365:0100:0000:0000:0000,GeoIP-No-Match,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,0,0,0
2026-02-20 12:13:45,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,58663,8612,0
2026-02-20 12:14:06,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,65469,8612,0
2026-02-20 12:14:20,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,56347,8612,0
2026-02-20 12:14:41,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,57324,8612,0
2026-02-20 12:15:03,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,55710,8612,0
2026-02-20 12:15:24,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,57498,8612,0
2026-02-20 12:15:25,ufw,BLOCK,14e9:14e9:0035:67d5:0000:0000:0001:0000,GeoIP-No-Match,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,0,0,0
2026-02-20 12:15:37,ufw,BLOCK,fe80:0000:0000:0000:aa20:66ff:fe23:f410,Private/Reserved,ff02:0000:0000:0000:0000:0000:0000:00fb,UDP,0,0,0
2026-02-20 12:15:37,ufw,BLOCK,fe80:0000:0000:0000:aa20:66ff:fe23:f410,Private/Reserved,ff02:0000:0000:0000:0000:0000:0000:00fb,UDP,0,0,0
2026-02-20 12:15:37,ufw,BLOCK,fe80:0000:0000:0000:aa20:66ff:fe23:f410,Private/Reserved,ff02:0000:0000:0000:0000:0000:0000:00fb,UDP,0,0,0
2026-02-20 12:15:37,ufw,BLOCK,fe80:0000:0000:0000:aa20:66ff:fe23:f410,Private/Reserved,ff02:0000:0000:0000:0000:0000:0000:00fb,UDP,0,0,0
2026-02-20 12:15:37,ufw,BLOCK,fe80:0000:0000:0000:aa20:66ff:fe23:f410,Private/Reserved,ff02:0000:0000:0000:0000:0000:0000:00fb,UDP,0,0,0
2026-02-20 12:15:39,ufw,BLOCK,fe80:0000:0000:0000:aa20:66ff:fe23:f410,Private/Reserved,ff02:0000:0000:0000:0000:0000:0000:00fb,UDP,0,0,0
2026-02-20 12:15:39,ufw,BLOCK,fe80:0000:0000:0000:aa20:66ff:fe23:f410,Private/Reserved,ff02:0000:0000:0000:0000:0000:0000:00fb,UDP,0,0,0
2026-02-20 12:15:39,ufw,BLOCK,fe80:0000:0000:0000:aa20:66ff:fe23:f410,Private/Reserved,ff02:0000:0000:0000:0000:0000:0000:00fb,UDP,0,0,0
2026-02-20 12:15:39,ufw,BLOCK,fe80:0000:0000:0000:aa20:66ff:fe23:f410,Private/Reserved,ff02:0000:0000:0000:0000:0000:0000:00fb,UDP,0,0,0
2026-02-20 12:15:45,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,58372,8612,0
2026-02-20 12:15:46,ufw,BLOCK,fe80:0000:0000:0000:aa20:66ff:fe23:f410,Private/Reserved,ff02:0000:0000:0000:0000:0000:0000:00fb,UDP,0,0,0
2026-02-20 12:15:59,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,64820,8612,0
2026-02-20 12:16:21,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,54116,8612,0
2026-02-20 12:16:42,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,56268,8612,0
2026-02-20 12:17:03,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,55038,8612,0
2026-02-20 12:17:24,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,56327,8612,0
2026-02-20 12:17:30,ufw,BLOCK,0332:3534:0233:3603:3136:3803:3139:3207,GeoIP-No-Match,ff02:0000:0000:0000:0000:0000:0000:0001,ICMPv6,0,0,0
2026-02-20 12:17:46,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,56669,8612,0
2026-02-20 12:18:00,ufw,BLOCK,193.137.138.170,Portugal,224.0.0.1,UDP,62747,8612,0
